ID;Année;Mois ;Date ;Pays;CATPROD;Produit;CATFRAU;OBJETFRAU;LINKSOURCE;;;;;;;;;;;;;;;;;;
GFF87066;2024;nov;04/11/2024;Spain;Meat and meat products (other than poultry;meat;Document forgery;"A meat company in Mallorca, Spain has been involved in a food fraud scandal, where they
allegedly sold expired meat products. The company's administrators have been sentenced to
prison for a public health offence, and the case is currently being tried in court. The incident
involves the sale of expired meat products, which can have serious consequences for
consumer health.";https://eurocarne.com/noticias/codigo/64504/kw/Condenan%20a%20prisi%C3%B3n%20a%20los%20responsables%20de%20unaempresa%20c%C3%A1rnica%20en%20Mallorca%20por%20un%20delitocontra%20la%20salud%20p%C3%BAblica;;;;;;;;;;;;;;;;;;
GFF87067;2024;nov;05/11/2024;Brazil;Fats and oils;olive oil;Counterfeit;"The Brazilian police have shut down a warehouse in Rio de Janeiro that was producing
counterfeit olive oil, in a crackdown on food fraud in the country";https://agenciabrasil.ebc.com.br/justica/noticia/2024-11/policia-interdita-galpao-que-produzia-azeite-falsificado-no-rio;;;;;;;;;;;;;;;;;;
GFF87068;2024;nov;06/11/2024;Colombia;Alcoholic beverages;liquor;Adulteration, Product tampering;The Colombian police have arrested two people in Baranquilla for producing and distributing adulterated liquor, and seized over 4700 bottles of adulterated liquor that were ready to be sold.;https://www.elheraldo.co/judicial/2024/11/07/policia-incauto-mas-de-4700-botellas-de-licor-adulterado-listas-para-vender/;;;;;;;;;;;;;;;;;;
GFF87069;2024;nov;07/11/2024;Italy;Fish and fish products;fish;Document forgery;The Liguria Coast Guard has intercepted a tonne of Russian omul fish, which was imported without the necessary sanitary authorisations.;https://www.vconews.it/2024/11/08/leggi-notizia/argomenti/cronaca-28/articolo/maxi-sequestro-di-prodotti-ittici-congelati-coinvolto-un-operatore-di-gravellona-toce.html;;;;;;;;;;;;;;;;;;
GFF87070;2024;nov;08/11/2024;Italy;"Other food products/
mixed";food;Misdescription,Mislabelling, Misbranding;The Guardia di Finanza (Fiamme Gialle) has carried out an operation in Imola, Italy, and has seized over 1 tonne of food products that do not comply with European standards. The operation was conducted with the aim of protecting public health and preventing food fraud..;https://www.sassuolo2000.it/2024/11/08/imola-sequestrata-dalle-fiamme-gialle-oltre-1-tonnellata-di-prodotti-alimentari-non-conformi-agli-standard-europei/;;;;;;;;;;;;;;;;;;
GFF87071;2024;nov;09/11/2024;Philippines;Milk and milk products;milk;Counterfeit;Philippine authorities have seized approximately €83 000 worth of counterfeit milk intended for senior citizens and diabetics in Rizal province.;https://www.gmanetwork.com/news/topstories/metro/926452/p5m-worth-of-counterfeit-milk-for-senior-citizens-diabetics-seized-in-rizal/story/;;;;;;;;;;;;;;;;;;
GFF87072;2024;nov;10/11/2024;Kenya;Alcoholic beverages;liquor;Counterfeit;Kenyan police have arrested three people and seized a significant quantity of counterfeit liquor in Machakos County. The operation was carried out as part of efforts to combat the production and distribution of counterfeit food products in the country.;https://kbc.co.ke/three-arrested-with-counterfeit-liquor-worth-ksh3-4m-in-machakos/;;;;;;;;;;;;;;;;;;
GFF87073;2024;nov;11/11/2024;Portugal;live animals;livestock farming;Document forgery;The Portuguese National Republican Guard (GNR) has carried out an operation against illegal livestock farming and has seized over 16 000 animals in more than 300 inspections;https://adefesa.org/2024/11/18/gnr-operacao-illegal-livestock-farming-apreendidos-mais-de-16-mil-animais-de-criacao-em-mais-de-300-fiscalizacoes/;;;;;;;;;;;;;;;;;;
GFF87074;2024;nov;12/11/2024;Kenya;Cereals and bakery products;rice;Counterfeit;The Kenyan government has seized 15 000 kg of contaminated rice in the Embakasi neighborhood of Nairobi. The rice had been stored in warehouses since May and is believed to have been intended for sale in local markets.;https://www.togolais.info/nairobi-le-gouvernement-saisit-15-000-kg-de-riz-contamine-a-embakasi-et-affirme-quil-est-dans-les-magasins-depuis-mai/;;;;;;;;;;;;;;;;;;
GFF87075;2024;nov;13/11/2024;Argentina;Fats and oils;olive oil;Counterfeit;The National Administration of Medicines, Food and Medical Technology (ANMAT) of Argentina has banned the sale of several counterfeit olive oils that imitate the packaging of well-known brands. The counterfeit products have been detected in several provinces of the country and are believed to be harmful to the health of consumers.;https://www.diariouno.com.ar/sociedad/la-anmat-prohibio-un-aceite-oliva-que-se-produce-mendoza-y-se-vende-plataformas-n1375112;;;;;;;;;;;;;;;;;;
GFF87076;2024;nov;14/11/2024;South Africa;Alcoholic beverages;liquor;Misdescription,Mislabelling, Misbranding;The South African government has launched a crackdown on illegal honey and liquor products, with a focus on removing mislabelled and adulterated products from store shelves. The operation has resulted in the seizure of honey and other products.;https://www.thesouthafrican.com/news/steenhuisen-applauds-crackdown-on-mislabelled-honey-products/;;;;;;;;;;;;;;;;;;
GFF87077;2024;nov;15/11/2024;United States;Milk and milk products;milk;Misdescription,Mislabelling, Misbranding;Costco forced to recall tonnes of butter over missing milk allergen warning;https://www.dailystar.co.uk/news/latest-news/costco-forced-recall-tonnes-butter-34086496;;;;;;;;;;;;;;;;;;
GFF87078;2024;nov;16/11/2024;Brazil;Fats and oils;olive oil;Adulteration, Product tampering,Misdescription,Mislabelling, Misbranding;The police in Espírito Santo, Brazil, have seized 8,000 liters of adulterated o;https://www.zazoom.it/2024-10-17/scoperto-un-grave-caso-di-frode-alimentare-a-pomigliano-darco-sequestro-di-4-tonnellate-di-pesce/15600013/;;;;;;;;;;;;;;;;;;
GFF87079;2024;nov;17/11/2024;Ireland;Fish and fish products;fish;Document forgery;The Food Safety Authority of Ireland has taken action to protect consumers from potentially hazardous fish products. The company in question has been prohibited from distributing fish products until further notice.;https://www.kilkennypeople.ie/news/business/1653662/kilkenny-company-prohibited-from-distributing-fish-products-by-food-safety-authority.html;;;;;;;;;;;;;;;;;;
GFF87080;2024;nov;18/11/2024;South Africa;Fish and fish products;fish;Adulteration, Product tampering,Misdescription,Mislabelling, Misbranding;"In South Africa, a food counterfeiting ring has been uncovered, involving the production and sale of counterfeit pilchards (sardines) bearing the ""Lucky Star"" brand. The police in Johannesburg have seized printing equipment used to alter the expiry dates of food products. The company owning the ""Lucky Star"" brand has distanced itself from the counterfeit products and announced that it is investigating the incident and working with authorities to prevent the sale of counterfeit goods";https://www.securingindustry.com/food-and-beverage/counterfeit-pilchards-cause-a-stir-in-south-africa/s104/a16650/;;;;;;;;;;;;;;;;;;
GFF87081;2024;nov;19/11/2024;Hong Kong;Fish and fish products;fish;Grey market;"Hong Kong Customs has seized approximately 1 300 kilograms of smuggled food, including frozen meat and seafood. The seizure was made as part of an ongoing operation against food smuggling, codenamed ""Ice Breaker"".";https://www.info.gov.hk/gia/general/202411/13/P2024111300490.htm;;;;;;;;;;;;;;;;;;
GFF87082;2024;nov;20/11/2024;United Kingdom;live animals;live animals;Counterfeit;The Food Standards Agency (FSA) has carried out an operation to tackle suspected food fraud, resulting in one arrest. The operation was part of a larger effort to protect consumers from fraudulent food activities.;https://www.food.gov.uk/news-alerts/news/fsa-operation-on-suspected-food-fraud-results-in-one-arrest;;;;;;;;;;;;;;;;;;
GFF87083;2024;nov;21/11/2024;India;Food;food;Adulteration, Product tampering;An investigation has found that adulterated food was served at a shelter home in Bihar, India, which may have contributed to the deaths of several residents. The incident has led to the suspension of 13 officials and an investigation into the matter..;https://www.deccanherald.com/india/bihar/bihar-shelter-home-deaths-adulterated-food-found-action-taken-against-13-officials-3277239;;;;;;;;;;;;;;;;;;
GFF87084;2024;nov;22/11/2024;Panama;Cereals and bakery products;rice;Grey market,Counterfeit;Seized counterfeit imports from China. Panama’s rice industry urges stronger action against contraband and product counterfeiting;https://www.telemetro.com/nacionales/empresa-encargada-del-arroz-pelin-denuncia-uso-su-marca-producto-falsificado-n6017917;;;;;;;;;;;;;;;;;;
GFF87085;2024;nov;23/11/2024;Ecuador;Alcoholic beverages;alcohol;Adulteration, Product tampering;A warehouse in Quito, Ecuador, has been closed down by authorities after it was found to be distributing adulterated alcohol to bars and shops. The adulterated alcohol was being sold as legitimate products, putting consumers' health at risk. The operation resulted in the seizure of a significant amount of adulterated alcohol, including over 2,000 liters, 600 filled bottles, and equipment used for distillation and packaging.;https://www.expreso.ec/quito/clausuran-bodega-distribuia-alcohol-adulterado-bares-tiendas-220814.html;;;;;;;;;;;;;;;;;;
GFF87086;2024;nov;24/11/2024;Italy;Honey and royal jelly;honey;Adulteration, Product tampering,Document forgery;The Carabinieri del Nucleo Antisofisticazioni e Sanità (NAS) of Latina, Italy, have conducted an operation to ensure food safety in the province of Latina, resulting in the seizure of approximately 5 130 kilograms of honey and the suspension of an apiary company. The company was found to have significant hygiene and structural deficiencies, and the honey was being sold without proper documentation or guarantees of safety for consumers.;https://roma.repubblica.it/cronaca/2024/11/15/news/latina_miele_sequestro_nas_pericoloso_consumatori-423634009/;;;;;;;;;;;;;;;;;;
GFF87087;2024;nov;25/11/2024;Portugal;Fats and oils;olive oil;Adulteration, Product tampering,Misdescription,Mislabelling, Misbranding;The Portuguese Food and Economic Security Authority (ASAE) has dismantled a fraud ring that was selling adulterated edible oil as olive oil. The operation resulted in the seizure of 13,650 litres of adulterated oil, with an estimated value of over €82,000. The ASAE's actions have prevented the sale of counterfeit products to unsuspecting consumers, ensuring the integrity of the food supply chain.;https://www.agroportal.pt/asae-colabora-na-apreensao-de-13-650-litros-de-oleo-alimentar-adulterado/;;;;;;;;;;;;;;;;;;
GFF87088;2024;nov;26/11/2024;Spain;Fish and fish products;fish;Document forgery;The Guardia Civil has seized 2 tons of immature anchovy in San Pedro, Spain, as part of an operation to combat illegal fishing and food fraud.;https://theleader.info/2024/11/15/the-civil-guard-seizes-2-tons-of-immature-anchovy-in-san-pedro/;;;;;;;;;;;;;;;;;;
GFF87089;2024;nov;27/11/2024;South Africa;Other food products/ mixed;food;Adulteration, Product tampering;The President of South Africa, Cyril Ramaphosa, has vowed to shut down shops linked to the deaths of 22 children due to food poisoning. The incident occurred in the Northern Cape province, where several children died after consuming food from a spaza shop;https://www.citizen.co.za/news/ramaphosa-vows-to-shut-down-shops-linked-to-children-food-poisoning-deaths/;;;;;;;;;;;;;;;;;;
GFF87090;2024;nov;28/11/2024;Bolivia;Meat and meat products (other than poultry;meat;Grey market;Bolivian authorities have seized 18 000 kilograms of pork meat, destined for Peru, as part of an operation to combat contraband. The meat was being transported in two vehicles and was intercepted by the Comando Estratégico Operacional de Lucha Contra el Contrabando (CEOLCC).;https://www.prensa-latina.cu/2024/11/20/bolivia-frena-contrabando-de-18-mil-kilogramos-de-carne-de-cerdo/;;;;;;;;;;;;;;;;;;
GFF87091;2024;nov;29/11/2024;Italy;Fats and oils;olive oil;Adulteration, Product tampering,Document forgery;Italian authorities have carried out a series of operations in Sicily, resulting in the seizure of olive oil products and the closure of a bottling plant. In Messina, 800 litres of olive oil products were seized due to lack of traceability and unclear origin, while in the province of Ragusa, a bottling plant was closed due to lack of authorisations and poor hygiene and sanitation conditions. At the plant, 1 825 litres of extra virgin olive oil destined for sale were also seized, again due to lack of proper traceability..;https://www.direttasicilia.it/2024/11/19/frodi-olio-sicilia-sequestri-nas/;;;;;;;;;;;;;;;;;;
GFF87092;2024;nov;30/11/2024;Italy;Fish and fish products;fish;Document forgery,Misdescription,Mislabelling, Misbranding;Operation Calypso: 12 tonnes of fish seized across Sicily, €150 000 in fines, one restaurant closed and 2 people charged.;https://www.blogsicilia.it/palermo/sequestrate-12-tonnellate-pesce-tutta-sicilia-multe-per-150mila-euro-un-ristorante-chiuso-2-denunce/1078267/;;;;;;;;;;;;;;;;;;
GFF87093;2024;déc;01/12/2024;Italy;Fish and fish products;fish;Counterfeit,Document forgery;The Italian Coast Guard has seized 42 tonnes of seafood products in Venice, Italy, due to noncompliance with food safety regulations. The seizure was made during a series of controls and inspections, which also resulted in fines being issued to several restaurants and food establishments.;https://www.veneziatoday.it/cronaca/capitaneria-venezia-sequestrate-42-tonnellate-prodotti-ittici-controlli-multe-venezia-cetrioli-mare-vietati-ristorante.html;;;;;;;;;;;;;;;;;;
GFF87094;2024;déc;02/12/2024;Laos;Alcoholic beverages;alcohol;Adulteration, Product tampering;Five tourists die in Laos after allegedly consuming alcohol adulterated with methanol;https://www.lanacion.com.ar/agencias/mueren-cuatro-turistas-en-laos-se-sospecha-de-intoxicacion-con-metanol-nid21112024/;;;;;;;;;;;;;;;;;;
